City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Guerrero Negro,MX,27.9769,-114.0611,67.75,56,0,14.63,clear sky
349,Lacombe,CA,52.4668,-113.7353,37.4,93,100,14.97,light rain
350,Pangkalanbuun,ID,-2.6833,111.6167,75.63,94,100,1.81,overcast clouds
351,Yulara,AU,-25.2406,130.9889,62.6,88,40,8.05,scattered clouds
352,Saint-Pierre,RE,-21.3393,55.4781,71.6,68,0,8.05,clear sky
353,Mabaruma,GY,8.2,-59.7833,76.1,94,100,5.93,overcast clouds
354,Campbeltown,GB,55.4258,-5.6076,50.0,87,20,16.11,few clouds
355,Abu Samrah,SY,35.3029,37.1841,76.3,34,32,6.78,scattered clouds
356,Salzwedel,DE,52.85,11.15,55.99,50,75,12.66,light rain
357,Iskateley,RU,67.6803,53.1512,33.4,97,91,10.78,overcast clouds
358,Ambon,ID,-3.6954,128.1814,75.2,88,40,4.61,scattered clouds
359,Pisco,PE,-13.7,-76.2167,71.6,73,0,8.05,clear sky
360,Tuatapere,NZ,-46.1333,167.6833,55.0,96,99,1.99,overcast clouds
361,Prince Rupert,CA,54.3161,-130.3201,46.4,76,90,8.05,light rain
362,Gwadar,PK,25.1216,62.3254,82.54,79,4,9.91,clear sky
363,Mananjary,MG,-21.2167,48.3333,70.5,83,68,2.35,light rain
364,La Ronge,CA,55.1001,-105.2842,50.0,34,9,13.8,clear sky
365,Likasi,CD,-10.9814,26.7333,58.17,78,10,2.93,clear sky
366,Taoudenni,ML,22.6783,-3.9836,99.72,10,0,9.57,clear sky
367,Acapulco,MX,16.8634,-99.8901,87.8,62,90,8.05,overcast clouds
368,Balakhninskiy,RU,58.0106,114.2769,31.24,93,100,3.8,overcast clouds
369,Blackfoot,US,43.1905,-112.345,48.2,31,40,9.22,scattered clouds
370,Bundaberg,AU,-24.85,152.35,66.99,94,100,3.44,overcast clouds
371,Daru,PG,-9.0763,143.2092,78.8,86,93,14.18,overcast clouds
372,Almaznyy,RU,48.0448,40.045,66.2,48,0,6.71,clear sky
373,Yichun,CN,47.7,128.9,38.89,96,100,8.39,moderate rain
374,Cap Malheureux,MU,-19.9842,57.6142,71.6,73,40,6.91,scattered clouds
375,Anadyr,RU,64.75,177.4833,17.6,86,89,8.95,fog
376,Fairbanks,US,64.8378,-147.7164,55.0,54,1,1.86,clear sky
377,Coracora,PE,-15.0333,-73.7833,60.12,48,63,9.08,broken clouds
378,Venice,US,27.0998,-82.4543,86.0,35,20,5.3,few clouds
379,Juybar,IR,36.6412,52.9124,60.73,85,99,2.01,overcast clouds
380,Wanning,CN,18.8003,110.3967,76.71,86,13,8.57,few clouds
381,Digha,IN,21.6833,87.55,83.17,77,2,13.6,clear sky
382,Honiara,SB,-9.4333,159.95,78.62,86,88,8.08,overcast clouds
383,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,86.0,70,40,6.91,scattered clouds
384,Qaqortoq,GL,60.7167,-46.0333,50.0,23,20,8.05,few clouds
385,Sheridan,US,44.8333,-106.9173,44.01,70,90,25.32,light rain
386,Oistins,BB,13.0667,-59.5333,86.0,54,40,21.85,scattered clouds
387,Krasnyy Luch,UA,48.1395,38.9371,55.36,65,100,6.51,overcast clouds
388,Belyy Yar,RU,53.6039,91.3903,50.0,71,0,6.71,light rain
389,Marsa Matruh,EG,31.3525,27.2453,75.2,69,99,13.8,overcast clouds
390,Choix,MX,26.7092,-108.3219,95.72,10,0,8.86,clear sky
391,General Roca,AR,-39.0333,-67.5833,59.0,67,0,2.3,clear sky
392,Salinopolis,BR,-0.6136,-47.3561,82.29,78,84,10.22,broken clouds
393,Angoram,PG,-4.0625,144.0661,73.96,99,100,2.17,overcast clouds
394,Axim,GH,4.8699,-2.2405,79.29,82,100,11.43,overcast clouds
395,Patnanungan,PH,14.7833,122.1833,80.6,85,87,6.67,overcast clouds
396,Nhulunbuy,AU,-12.2333,136.7667,77.0,78,0,8.05,clear sky
397,Charters Towers,AU,-20.1,146.2667,61.61,81,99,7.83,overcast clouds
398,Udachnyy,RU,66.4167,112.4,31.41,92,100,4.54,overcast clouds
399,Sept-Iles,CA,50.2001,-66.3821,48.0,71,75,5.75,broken clouds
400,Orgita,EE,58.9218,24.45,43.0,70,0,9.22,clear sky
401,Miles City,US,46.4083,-105.8406,42.8,81,90,4.61,overcast clouds
402,Fortuna,US,40.5982,-124.1573,60.01,71,1,17.27,clear sky
403,Soyo,AO,-6.1349,12.3689,77.99,81,81,1.83,broken clouds
404,Komsomolskiy,UZ,40.4272,71.7189,69.8,43,97,4.61,overcast clouds
405,Zhangye,CN,38.9342,100.4517,64.51,10,37,1.72,scattered clouds
406,Xining,CN,36.6167,101.7667,55.51,24,35,1.66,scattered clouds
407,Wattegama,LK,6.7989,81.4808,77.0,100,20,5.75,few clouds
408,Tsiroanomandidy,MG,-18.7667,46.0333,68.99,71,99,1.14,overcast clouds
409,Brae,GB,60.3964,-1.353,44.6,70,90,19.57,overcast clouds
410,Hofn,IS,64.2539,-15.2082,37.18,63,99,15.32,overcast clouds
411,Quatre Cocos,MU,-20.2078,57.7625,71.6,73,40,6.91,scattered clouds
412,Torbat-E Jam,IR,35.244,60.6225,69.4,51,100,10.54,overcast clouds
413,The Valley,AI,18.217,-63.0578,86.0,74,40,17.27,scattered clouds
414,El Alto,PE,-4.2714,-81.2147,80.6,61,0,16.11,clear sky
415,Mukhen,RU,48.1,136.1,39.83,95,100,4.5,overcast clouds
416,Kupang,ID,-10.1667,123.5833,75.29,78,81,7.74,broken clouds
417,Makakilo City,US,21.3469,-158.0858,78.8,57,1,9.22,clear sky
418,Proletarskiy,RU,50.7914,35.7731,50.0,87,75,15.66,broken clouds
419,Fatezh,RU,52.0891,35.8632,51.8,82,75,8.95,moderate rain
420,Qui Nhon,VN,13.7667,109.2333,76.41,90,100,5.14,overcast clouds
421,Beloha,MG,-25.1667,45.05,66.54,70,0,11.34,clear sky
422,Kembe,CF,4.6228,21.8865,67.86,97,100,4.41,overcast clouds
423,Zumarraga,PH,11.6388,124.8417,77.23,89,64,3.02,broken clouds
424,Khani,GE,41.9563,42.9566,62.6,72,75,6.91,broken clouds
425,Kizukuri,JP,40.8061,140.3861,53.01,58,15,3.0,few clouds
426,North Bend,US,43.4065,-124.2243,59.0,62,20,3.44,few clouds
427,Lulea,SE,65.5842,22.1547,39.2,75,19,3.44,few clouds
428,Tiarei,PF,-17.5333,-149.3333,82.4,65,40,9.22,scattered clouds
429,Nouakchott,MR,18.0858,-15.9785,71.6,73,8,25.32,clear sky
430,Comodoro Rivadavia,AR,-45.8667,-67.5,60.8,48,0,10.36,clear sky
431,Kawalu,ID,-7.3817,108.2082,73.6,92,92,1.83,overcast clouds
432,Ankazoabo,MG,-22.2833,44.5167,66.15,57,0,3.06,clear sky
433,Male,MV,4.1748,73.5089,86.0,74,20,5.75,few clouds
434,Huarmey,PE,-10.0681,-78.1522,72.45,70,10,12.59,clear sky
435,Port Augusta,AU,-32.5,137.7667,53.01,100,52,5.75,broken clouds
436,Nortelandia,BR,-14.4547,-56.8028,85.15,44,1,3.11,clear sky
437,Huinan,CN,42.6225,126.2614,41.0,77,100,13.18,overcast clouds
438,Wenzhou,CN,27.9994,120.6668,66.6,90,100,2.53,light rain
439,Beira,MZ,-19.8436,34.8389,73.4,68,20,6.49,few clouds
440,Krivosheino,RU,57.3431,83.9261,35.38,79,9,6.04,clear sky
441,Birnin Kebbi,NG,12.4539,4.1975,96.3,20,100,5.35,overcast clouds
442,Caravelas,BR,-17.7125,-39.2481,74.3,86,7,13.82,clear sky
443,Sekoma,BW,-24.4,23.8833,65.34,36,4,8.25,clear sky
444,Anchorage,US,61.2181,-149.9003,48.99,39,75,5.75,broken clouds
445,Sorland,NO,67.667,12.6934,40.14,70,100,10.65,overcast clouds
446,Port-Gentil,GA,-0.7193,8.7815,80.6,83,40,4.61,scattered clouds
447,Ucluelet,CA,48.9329,-125.5528,46.99,93,90,9.22,overcast clouds
448,Nyanza,RW,-2.3519,29.7509,69.8,78,75,5.75,light rain
449,Lashio,MM,22.9333,97.75,62.83,93,5,1.28,clear sky
450,Puerto Baquerizo Moreno,EC,-0.9,-89.6,82.4,69,40,10.36,scattered clouds
451,Tadine,NC,-21.55,167.8833,75.45,80,100,17.63,overcast clouds
452,Lagoa,PT,39.05,-27.9833,60.03,70,5,17.54,clear sky
453,Maarianhamina,AX,60.0973,19.9348,42.8,56,0,3.44,light rain
454,Sao Filipe,CV,14.8961,-24.4956,73.06,75,22,14.79,few clouds
455,Marataizes,BR,-21.0433,-40.8244,73.8,72,16,11.86,few clouds
456,Falun,SE,60.6036,15.626,46.0,70,99,4.61,overcast clouds
457,Khor,RU,47.8861,134.9464,40.26,88,100,15.86,moderate rain
458,Crawfordsville,US,40.0411,-86.8745,55.0,47,40,2.89,scattered clouds
459,Antsohihy,MG,-14.8796,47.9875,72.97,83,79,2.98,broken clouds
460,Bima,ID,-8.4667,118.7167,75.04,91,100,3.27,overcast clouds
461,Mayo,US,38.8876,-76.5119,57.99,62,75,16.11,broken clouds
462,Loukhi,RU,66.0764,33.0381,32.11,99,100,7.34,heavy snow
463,Vauvert,FR,43.7,4.2833,66.2,59,0,13.8,clear sky
464,Ponta Delgada,PT,37.7333,-25.6667,60.8,88,40,12.66,scattered clouds
465,Ust-Abakan,RU,53.8525,91.3742,50.0,71,0,6.71,light rain
466,Mitsamiouli,KM,-11.3847,43.2844,79.86,68,33,13.94,scattered clouds
467,Garden City,US,42.3256,-83.331,55.99,40,75,5.75,broken clouds
468,Yurginskoye,RU,56.8189,67.3921,58.06,38,94,5.12,overcast clouds
469,Nador,MA,35.174,-2.9287,69.8,73,0,4.61,light rain
470,Mount Gambier,AU,-37.8333,140.7667,48.2,93,40,5.75,scattered clouds
471,San Quintin,MX,30.4833,-115.95,64.9,58,0,13.02,clear sky
472,Fukue,JP,32.6881,128.8419,64.76,91,13,16.33,few clouds
473,Gao,ML,16.6362,1.637,97.21,7,37,9.17,scattered clouds
474,Phalaborwa,ZA,-23.943,31.1411,64.4,88,12,3.44,few clouds
475,Payakumbuh,ID,-0.2202,100.6308,70.43,97,59,1.14,broken clouds
476,Arshan,RU,46.2732,44.22,66.0,34,100,17.9,overcast clouds
477,Galesong,ID,-5.3166,119.3661,75.2,100,20,3.44,few clouds
478,Kaeo,NZ,-35.1,173.7833,64.99,92,100,5.99,overcast clouds
479,Tomatlan,MX,19.9333,-105.25,92.14,36,26,12.26,scattered clouds
480,Praia Da Vitoria,PT,38.7333,-27.0667,62.01,88,75,18.01,broken clouds
481,Morristown,US,36.214,-83.2949,64.99,48,20,11.5,few clouds
482,Energeticheskiy,KZ,43.4278,77.0222,62.6,63,20,2.57,few clouds
483,Tessalit,ML,20.1986,1.0114,98.37,10,62,11.68,broken clouds
484,Vestmanna,FO,62.1564,-7.1664,39.2,56,100,12.66,overcast clouds
485,Villa Carlos Paz,AR,-31.4241,-64.4978,68.0,48,40,14.97,scattered clouds
486,Morro Bay,US,35.3658,-120.8499,78.8,24,1,13.8,clear sky
487,Mto Wa Mbu,TZ,-3.35,35.85,70.7,85,100,1.83,light rain
488,Kushmurun,KZ,52.4503,64.6311,57.65,63,100,11.52,light rain
489,Hirara,JP,24.8,125.2833,76.41,87,37,6.96,scattered clouds
490,Baie-Comeau,CA,49.2168,-68.1489,46.4,66,90,11.5,overcast clouds
491,Altay,CN,47.8667,88.1167,54.9,53,0,5.44,clear sky
492,Maceio,BR,-9.6658,-35.7353,82.4,65,40,12.66,scattered clouds
493,Kaputa,ZM,-8.4689,29.6619,67.15,76,58,3.87,broken clouds
494,Shimoda,JP,34.6667,138.95,62.01,79,100,1.01,overcast clouds
495,Vila Velha,BR,-20.3297,-40.2925,75.0,88,75,5.75,broken clouds
496,Namatanai,PG,-3.6667,152.4333,79.79,82,99,8.12,light rain
497,Buckeye,US,33.3703,-112.5838,91.0,14,0,5.75,clear sky
498,Chiredzi,ZW,-21.05,31.6667,66.02,55,0,3.74,clear sky
499,Alexandria,EG,31.2156,29.9553,87.8,40,0,4.61,clear sky
500,Zyryanka,RU,65.75,150.85,28.62,88,100,2.57,overcast clouds
501,West Bay,KY,19.3667,-81.4167,86.0,79,75,7.58,broken clouds
502,Vao,NC,-22.6667,167.4833,75.69,79,100,22.21,overcast clouds
503,Waingapu,ID,-9.6567,120.2641,74.73,83,86,6.42,overcast clouds
504,Tiznit,MA,29.5833,-9.5,63.79,73,21,6.98,few clouds
505,Soller,ES,39.7662,2.7152,73.4,49,0,5.75,clear sky
506,Isla Mujeres,MX,21.2311,-86.731,86.0,62,40,13.8,scattered clouds
507,Faya,SA,18.3851,42.4509,71.6,32,0,4.61,clear sky
508,Taiyuan,CN,37.8694,112.5603,62.6,45,0,11.18,clear sky
509,Codrington,AU,-38.2667,141.9667,47.32,93,11,7.56,few clouds
510,Omboue,GA,-1.5746,9.2618,77.59,89,44,5.35,scattered clouds
511,Basco,PH,20.4487,121.9702,81.3,90,6,13.33,clear sky
512,Dwarka,IN,22.2394,68.9678,83.05,80,0,16.84,clear sky
513,Pontianak,ID,-0.0333,109.3333,75.47,92,18,1.21,few clouds
514,Port Hawkesbury,CA,45.6169,-61.3485,37.99,100,90,17.27,light rain
515,Grand Gaube,MU,-20.0064,57.6608,71.6,73,40,6.91,scattered clouds
516,Vrangel,RU,42.7297,133.0839,43.59,97,99,1.39,overcast clouds
517,Broome,US,42.2506,-75.833,46.0,81,90,9.22,overcast clouds
518,Marondera,ZW,-18.1853,31.5519,52.84,53,4,4.92,clear sky
519,Ostersund,SE,63.1792,14.6357,39.2,56,14,9.22,few clouds
520,Miguelopolis,BR,-20.1794,-48.0319,82.4,32,20,5.75,few clouds
521,Cimitarra,CO,6.3142,-73.9497,89.44,54,100,2.64,overcast clouds
522,Hibbing,US,47.4272,-92.9377,55.4,24,1,12.66,clear sky
523,Abha,SA,18.2164,42.5053,71.6,32,0,4.61,clear sky
524,Tevriz,RU,57.509,72.4042,51.57,66,80,5.44,broken clouds
525,Warangal,IN,18.0,79.5833,86.7,57,9,12.55,clear sky
526,Belfast,GB,54.5833,-5.9333,57.2,88,100,13.8,overcast clouds
527,Omsukchan,RU,62.5333,155.8,11.8,95,22,2.82,few clouds
528,Zhanakorgan,KZ,43.9098,67.2495,72.45,40,51,3.06,broken clouds
529,Dalvik,IS,65.9702,-18.5286,35.6,64,75,11.5,broken clouds
530,Irmo,US,34.086,-81.1832,78.8,25,75,17.27,broken clouds
531,Veraval,IN,20.9,70.3667,82.65,81,0,10.47,clear sky
532,Jitia,RO,45.5833,26.7167,27.0,73,34,5.17,scattered clouds
533,Laguna,US,38.421,-121.4238,78.01,15,1,20.71,clear sky
534,Arys,KZ,42.4252,68.795,71.6,64,40,8.95,scattered clouds
535,Misratah,LY,32.3754,15.0925,66.06,78,0,12.93,clear sky
536,Tokonou,GN,9.65,-9.7833,85.24,45,91,6.15,overcast clouds
537,Merauke,ID,-8.4667,140.3333,77.29,86,71,10.42,broken clouds
538,Antalaha,MG,-14.9003,50.2788,73.42,83,100,7.2,overcast clouds
539,Umm Lajj,SA,25.0213,37.2685,83.01,53,0,5.32,clear sky
540,Moron,AR,-34.6534,-58.6198,66.99,52,20,11.5,few clouds
541,San Pedro,PH,14.35,121.0167,84.2,74,20,3.44,few clouds
542,Coihaique,CL,-45.5752,-72.0662,53.6,58,75,5.75,broken clouds
543,Shitanjing,CN,39.2342,106.3439,65.79,14,98,6.71,overcast clouds
544,Talnakh,RU,69.4865,88.3972,30.4,94,100,3.85,overcast clouds
545,Walvis Bay,NA,-22.9575,14.5053,59.0,89,0,8.39,clear sky
546,Vysokopillya,UA,47.4919,33.5306,50.0,62,0,15.66,clear sky
547,Dudinka,RU,69.4058,86.1778,18.54,97,94,5.88,overcast clouds
548,Martinez,US,38.0194,-122.1341,82.0,15,1,5.75,clear sky
549,Tabas,IR,33.5959,56.9244,80.8,41,0,10.47,clear sky
550,Akhmim,EG,26.5622,31.745,100.4,6,0,6.91,clear sky
551,Naze,JP,28.3667,129.4833,66.42,75,100,6.96,light rain
552,Dasoguz,TM,41.8363,59.9666,62.6,59,0,6.91,clear sky
553,Lima,PE,-12.0432,-77.0282,71.01,77,40,11.5,scattered clouds
554,Tuy Hoa,VN,13.0833,109.3,76.71,90,100,2.57,overcast clouds
555,Bonavista,CA,48.6499,-53.1147,44.6,81,100,3.44,overcast clouds
556,Inuvik,CA,68.3499,-133.7218,26.6,86,97,1.14,overcast clouds
557,Baturaja,ID,-4.1333,104.1667,73.78,98,26,1.95,light rain
558,Gornyak,RU,50.9942,81.4661,53.87,47,100,5.1,overcast clouds
559,Igarka,RU,67.4667,86.5833,31.55,94,100,6.46,overcast clouds
560,Sergeyevka,KZ,53.88,67.4158,57.61,44,100,7.23,overcast clouds
561,Geraldton,AU,-28.7667,114.6,53.6,87,0,8.05,clear sky
562,Phalodi,IN,27.1333,72.3667,92.35,18,100,5.46,overcast clouds
563,Rio Gallegos,AR,-51.6226,-69.2181,48.2,66,0,3.44,clear sky
564,Dong Hoi,VN,17.4833,106.6,77.09,81,19,3.76,few clouds
565,Xiongzhou,CN,25.1167,114.3,72.79,94,100,1.23,overcast clouds
566,Bad Doberan,DE,54.1071,11.9005,54.0,50,90,3.44,light rain
567,Sikasso,ML,10.9167,-7.0,94.57,22,13,6.13,few clouds
568,Clyde River,CA,70.4692,-68.5914,26.6,100,90,6.91,light snow
569,Moree,AU,-29.4667,149.85,60.8,88,90,11.5,moderate rain
570,Manjacaze,MZ,-24.7117,33.8828,63.97,80,0,6.15,clear sky
571,Panama City,PA,8.9936,-79.5197,84.99,74,40,4.61,scattered clouds
572,Ulundi,ZA,-28.3352,31.4162,63.86,85,95,6.82,overcast clouds
573,Oktyabrskoye,RU,43.0645,44.7417,60.01,82,5,8.95,clear sky
574,Karaton,ID,-6.3424,106.1045,80.01,94,40,2.3,light rain
575,Sukumo,JP,32.9333,132.7333,62.01,94,100,3.36,overcast clouds
576,Loiza,PR,18.4313,-65.8802,84.2,61,75,13.8,broken clouds
577,Maldonado,UY,-34.6667,-54.9167,66.2,63,40,3.44,scattered clouds
578,Jacqueville,CI,5.2052,-4.4146,82.4,83,20,10.36,few clouds
579,Kingaroy,AU,-26.5333,151.8333,53.6,100,100,0.36,overcast clouds
580,Riyadh,SA,24.6877,46.7219,96.8,11,0,5.75,clear sky
581,Shilovo,RU,54.3204,40.874,52.0,79,100,5.99,light rain
582,Nome,US,64.5011,-165.4064,44.6,57,1,10.36,clear sky
583,Genhe,CN,50.7833,121.5167,29.7,93,13,3.27,few clouds
584,Juegang,CN,32.3174,121.1855,60.26,88,0,9.46,light rain
585,Dhidhdhoo,MV,6.8833,73.1,85.3,71,100,8.48,overcast clouds
586,Buala,SB,-8.145,159.5921,80.22,85,72,9.33,light rain
587,Bialogard,PL,54.007,15.9875,46.99,56,100,5.95,overcast clouds
588,Ayan,RU,56.45,138.1667,29.14,86,41,7.85,scattered clouds
589,Querecotillo,PE,-4.8378,-80.6456,87.69,41,17,7.96,few clouds
590,Takoradi,GH,4.8845,-1.7554,79.45,81,100,12.3,overcast clouds
591,Macklin,CA,52.3334,-109.9348,46.4,57,100,25.32,light rain
592,Kahului,US,20.8947,-156.47,75.2,60,20,14.97,few clouds
593,Konevo,RU,62.1215,39.3192,46.13,90,100,11.18,overcast clouds
594,Ascension,US,30.2169,-90.9001,86.0,51,40,8.05,scattered clouds
595,Atikokan,CA,48.7555,-91.6216,51.22,27,5,7.9,clear sky
596,Innisfail,AU,-17.5333,146.0333,67.78,81,90,5.3,overcast clouds
597,Maneadero,MX,31.7167,-116.5667,66.99,65,0,5.01,clear sky
598,Srisailam,IN,16.0833,78.8667,79.43,68,5,5.53,clear sky
599,Okhotsk,RU,59.3833,143.3,30.07,80,34,3.89,scattered clouds
600,Staunton,US,38.1496,-79.0717,60.8,25,1,8.05,clear sky
601,Road Town,VG,18.4167,-64.6167,84.2,65,40,9.22,scattered clouds
602,Rodotopion,GR,39.7083,20.7258,69.8,49,91,5.75,overcast clouds
603,Arlit,NE,18.7369,7.3853,94.44,5,0,4.16,clear sky
604,Fez,MA,34.0372,-4.9998,68.0,83,75,6.91,broken clouds
605,Neya,RU,58.2972,43.8681,48.34,67,100,10.04,overcast clouds
606,Chardara,KZ,41.2547,67.9692,73.2,53,97,6.82,overcast clouds
607,Neiafu,TO,-18.65,-173.9833,77.0,57,75,11.5,broken clouds
608,Shipitsyno,RU,61.2806,46.5208,48.99,67,99,8.05,overcast clouds
609,Novo Aripuana,BR,-5.1206,-60.3797,79.84,93,100,3.27,overcast clouds
610,Whitehorse,CA,60.7161,-135.0538,41.0,81,90,8.05,light rain
611,Newcastle,AU,-32.9272,151.7765,64.99,94,40,4.61,scattered clouds
612,Shubarkuduk,KZ,49.1447,56.4872,56.5,62,97,4.97,overcast clouds
613,Logan,US,41.7355,-111.8344,52.0,31,40,11.5,scattered clouds
614,Sosua,DO,19.7667,-70.5167,91.4,55,40,18.41,scattered clouds
615,Mzimba,MW,-11.9,33.6,55.65,88,64,2.73,broken clouds
616,Khujand,TJ,40.2853,69.6279,69.8,60,58,1.16,broken clouds
617,San Jose,US,37.3394,-121.895,78.01,23,1,10.36,clear sky
618,Fraga,ES,41.5229,0.3489,75.2,33,0,16.11,clear sky
619,Barahona,DO,18.2085,-71.1008,86.0,58,20,18.41,few clouds
620,Amapa,BR,1.0,-52.0,78.6,96,100,4.03,heavy intensity rain
621,Loandjili,CG,-4.7561,11.8578,75.2,94,40,3.44,scattered clouds
622,Nemuro,JP,43.3236,145.575,38.46,97,79,6.8,broken clouds
623,Raga,SS,8.4596,25.678,74.3,82,100,7.47,light rain
624,Baker City,US,44.7749,-117.8344,46.99,39,20,5.73,few clouds
625,Quesnel,CA,52.9999,-122.5029,46.4,49,20,4.61,few clouds
626,Hobyo,SO,5.3505,48.5268,82.49,76,100,17.43,overcast clouds
627,Ustka,PL,54.5805,16.8619,41.04,76,100,6.55,overcast clouds
628,Bilma,NE,18.6853,12.9164,95.02,9,4,3.22,clear sky
629,Ahuimanu,US,21.4447,-157.8378,78.8,69,20,9.22,few clouds
630,Davidson,US,36.1501,-86.7833,63.0,59,90,4.61,overcast clouds
631,Zhigansk,RU,66.7697,123.3711,28.56,83,45,6.22,scattered clouds
632,Boksitogorsk,RU,59.474,33.8485,41.0,77,100,7.56,overcast clouds
633,Goderich,CA,43.7501,-81.7165,42.8,81,35,11.5,scattered clouds
634,Havelock,US,34.8791,-76.9013,73.99,35,100,14.0,overcast clouds
635,Deniliquin,AU,-35.5333,144.9667,55.99,81,47,5.66,scattered clouds
636,Okakarara,NA,-20.5833,17.4333,69.51,33,64,4.07,broken clouds
637,Rio Grande,BR,-32.035,-52.0986,66.2,77,75,9.22,broken clouds
638,Las Margaritas,MX,16.3167,-91.9833,75.76,51,45,9.01,scattered clouds
639,Newport,GB,51.5877,-2.9984,59.0,92,100,3.0,light rain
640,Huaiyuan,CN,32.973,117.1995,64.17,70,0,5.95,light rain
641,Dhanaura,IN,28.9667,78.25,85.19,34,100,7.34,overcast clouds
642,Fort Dodge,US,42.4975,-94.168,48.2,66,90,16.11,overcast clouds
643,Caceres,ES,39.522,-6.3748,68.47,45,26,6.29,scattered clouds
644,Hukuntsi,BW,-24.0,21.75,65.12,33,0,16.62,clear sky
645,Mirnyy,RU,62.5353,113.9611,33.94,85,96,2.19,overcast clouds
646,Kogon,UZ,39.7228,64.5517,73.4,35,40,29.93,scattered clouds
647,Magadan,RU,59.5667,150.8,30.63,87,11,1.54,few clouds
648,Thunder Bay,CA,48.4001,-89.3168,48.2,49,75,9.22,broken clouds
649,Boende,CD,-0.2167,20.8667,70.23,99,100,2.51,light rain
650,Durban,ZA,-29.8579,31.0292,64.99,88,90,12.66,moderate rain
651,Marawi,PH,7.9986,124.2928,77.0,90,100,1.72,overcast clouds
652,Kerouane,GN,9.2667,-9.0167,80.89,58,66,5.93,broken clouds
653,Ketchikan,US,55.3422,-131.6461,46.4,76,90,11.5,light rain
654,Amontada,BR,-3.3617,-39.8317,80.58,88,72,5.26,broken clouds
655,Werda,BW,-25.2667,23.2833,64.69,27,0,11.39,clear sky
656,Derbent,RU,42.0678,48.2899,56.21,92,81,3.31,broken clouds
657,Tigre,AR,-34.426,-58.5796,66.99,59,20,10.36,few clouds
658,Hackettstown,US,40.854,-74.8291,50.0,93,100,9.95,overcast clouds
659,Sambava,MG,-14.2667,50.1667,77.11,77,66,11.65,broken clouds
660,Aykhal,RU,66.0,111.5,27.88,96,68,5.32,broken clouds
661,Sorochinsk,RU,52.4338,53.1583,57.87,55,12,3.24,few clouds
662,Gambela,ET,8.25,34.5833,73.33,89,100,0.47,overcast clouds
663,Avera,US,33.194,-82.5271,78.01,31,1,6.91,clear sky
664,Pine Bluff,US,34.2284,-92.0032,82.4,39,1,20.71,clear sky
665,Great Yarmouth,GB,52.6083,1.7305,60.01,82,90,18.41,overcast clouds
666,Constantine,DZ,36.365,6.6147,71.6,60,20,10.36,few clouds
667,Pilar,BR,-9.5972,-35.9567,82.4,65,40,12.66,scattered clouds
668,Nanakuli,US,21.3906,-158.1547,78.8,57,1,9.22,clear sky
669,Aksarka,RU,66.5606,67.7975,31.77,93,100,5.21,overcast clouds
